,prediction,target,match,model,data_root,file_names
0,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_8_test.npz
1,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_9_test.npz
2,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_18_test.npz
3,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_19_test.npz
4,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_28_test.npz
5,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_8_test.npz
6,6,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_9_test.npz
7,5,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_18_test.npz
8,7,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_19_test.npz
9,6,4,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_28_test.npz
10,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_8_test.npz
11,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_9_test.npz
12,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_18_test.npz
13,4,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_19_test.npz
14,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_28_test.npz
15,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_8_test.npz
16,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_9_test.npz
17,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_18_test.npz
18,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_19_test.npz
19,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_28_test.npz
20,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_8_test.npz
21,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_9_test.npz
22,1,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_18_test.npz
23,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_19_test.npz
24,5,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_28_test.npz
25,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_8_test.npz
26,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_9_test.npz
27,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_18_test.npz
28,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_19_test.npz
29,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_28_test.npz
30,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_8_test.npz
31,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_9_test.npz
32,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_18_test.npz
33,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_19_test.npz
34,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_28_test.npz
