,prediction,target,match,model,data_root,file_names
0,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_0.npz
1,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_1.npz
2,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_2.npz
3,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_3.npz
4,4,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_4.npz
5,0,4,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_5.npz
6,0,4,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_6.npz
7,6,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_7.npz
8,1,0,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_8.npz
9,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,center_single/sameness_test_9.npz
10,1,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_four/sameness_test_0.npz
11,7,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_four/sameness_test_1.npz
12,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_four/sameness_test_2.npz
13,3,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_four/sameness_test_3.npz
14,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_0.npz
15,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MRNet/PROBE/sameness,distribute_nine/sameness_test_1.npz
