,prediction,target,match,model,data_root,file_names
0,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_6_val.npz
1,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_7_val.npz
2,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_16_val.npz
3,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_17_val.npz
4,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_26_val.npz
5,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,center_single/RAVEN_27_val.npz
6,3,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_6_val.npz
7,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_7_val.npz
8,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_16_val.npz
9,0,1,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_17_val.npz
10,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_26_val.npz
11,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_four/RAVEN_27_val.npz
12,7,7,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_6_val.npz
13,6,3,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_7_val.npz
14,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_16_val.npz
15,5,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_17_val.npz
16,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_26_val.npz
17,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,distribute_nine/RAVEN_27_val.npz
18,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_6_val.npz
19,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_7_val.npz
20,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_16_val.npz
21,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_17_val.npz
22,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_26_val.npz
23,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_center_single_out_center_single/RAVEN_27_val.npz
24,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_6_val.npz
25,6,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_7_val.npz
26,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_16_val.npz
27,1,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_17_val.npz
28,6,2,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_26_val.npz
29,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,in_distribute_four_out_center_single/RAVEN_27_val.npz
30,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_6_val.npz
31,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_7_val.npz
32,1,1,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_16_val.npz
33,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_17_val.npz
34,5,5,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_26_val.npz
35,5,7,0,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,left_center_single_right_center_single/RAVEN_27_val.npz
36,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_6_val.npz
37,2,2,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_7_val.npz
38,6,6,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_16_val.npz
39,0,0,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_17_val.npz
40,4,4,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_26_val.npz
41,3,3,1,pretrained-raven-fair,/home/victorvikram/Ravens/MiniRaven,up_center_single_down_center_single/RAVEN_27_val.npz
